Estación	Cod. Pluvio	Fecha	[mm]
Laureles_sa	1321	12/9/2016	4.0
Laureles_sa	1321	13/9/2016	0.0
Laureles_sa	1321	14/9/2016	0.0
Laureles_sa	1321	15/9/2016	0.0
Laureles_sa	1321	16/9/2016	0.0
Laureles_sa	1321	17/9/2016	0.0
Laureles_sa	1321	18/9/2016	0.0
Laureles_sa	1321	19/9/2016	0.0
Laureles_sa	1321	20/9/2016	0.0
Laureles_sa	1321	21/9/2016	0.0
Laureles_sa	1321	22/9/2016	0.0
Laureles_sa	1321	23/9/2016	0.0
Laureles_sa	1321	24/9/2016	0.0
Laureles_sa	1321	25/9/2016	0.0
Laureles_sa	1321	26/9/2016	0.0
Laureles_sa	1321	27/9/2016	0.0
Laureles_sa	1321	28/9/2016	0.0
Laureles_sa	1321	29/9/2016	0.0
Laureles_sa	1321	30/9/2016	0.0
Laureles_sa	1321	1/10/2016	0.0
Laureles_sa	1321	2/10/2016	0.0
Laureles_sa	1321	3/10/2016	0.0
Laureles_sa	1321	4/10/2016	0.0
Laureles_sa	1321	5/10/2016	7.0
Laureles_sa	1321	6/10/2016	0.0
Laureles_sa	1321	7/10/2016	3.0
Laureles_sa	1321	8/10/2016	0.0
Laureles_sa	1321	9/10/2016	0.0
Laureles_sa	1321	10/10/2016	0.0
Laureles_sa	1321	11/10/2016	0.0
Laureles_sa	1321	12/10/2016	19.0
Laureles_sa	1321	13/10/2016	0.0
Laureles_sa	1321	14/10/2016	0.0
Laureles_sa	1321	15/10/2016	14.0
Laureles_sa	1321	16/10/2016	33.0
Laureles_sa	1321	17/10/2016	16.0
Laureles_sa	1321	18/10/2016	26.0
Laureles_sa	1321	19/10/2016	11.0
Laureles_sa	1321	20/10/2016	0.0
Laureles_sa	1321	21/10/2016	0.0
Laureles_sa	1321	22/10/2016	0.0
Laureles_sa	1321	23/10/2016	0.0
Laureles_sa	1321	24/10/2016	2.0
Laureles_sa	1321	25/10/2016	20.0
Laureles_sa	1321	26/10/2016	16.0
